go.id,go.term,Definition,Ontology,pvalue,count.InDataset,count.InGenome,totaltermInDataset,totaltermInGenome,BH.adjusted.p.value,EntrezID
GO:0007275,multicellular organism development,The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).,BP,1.8574176876648e-5,1006,5225,252042,1476651,0.0031987828277733965,23242;10743;1298;1969;2131;2261;2736;285590;3226;3623;4883;5052;5251;53;5307;56172;60529;655;6662;6694;7042;8626;9060;9759;4256;101;10411;10451;10519;113026;1284;1464;153090;1942;2041;2049;2050;2069;219699;2263;2296;290;302;3091;3339;3397;3685;3952;4211;4627;4897;5333;54828;5578;5587;57007;5747;57674;58495;6095;6461;6733;7045;7410;80781;8291;83478;857;8817;8828;8829;9289;9394;23626;3955;596;598;83943;2309;5241;8204;2099;8879;1045;1289;1399;2308;2889;4193;4215;64220;84168;1906;25976;3726;4643;4915;57178;677;83605;84700;170692;204851;23094;28996;341640;64093;1512;3399;51107;6092;80000;168667;4088;4091;5914;5979;6382;6385;652;847;170690;5087;5228;5727;79633;102;10454;2530;26115;2768;29123;367;4010;4836;55224;57669;6256;8178;9817;9871;26011;51471;7358;55614;286204;57045;6911;7296;8013;6774;2066;23603;10512;28514;5362;8313;92129;1020;23284;23314;2534;26053;266727;323;4916;51473;55140;6695;7026;80128;84197;9201;92737;9423;9620;10461;5788;1592;183;23371;403;4326;4357;5176;5314;55959;5629;7020;7161;7380;7466;84159;1999;56949;824;23081;6498;9113;4849;4683;129685;54892;57167;338596;54880;64168;64711;2932;80709;9231;6788;10395;10959;131405;23654;2909;4036;55764;57545;57619;5916;79977;51043;1050;3280;3720;51599;5253;5315;5860;10761;4216;5468;89884;2186;3297;5155;207;26528;55366;55504;8456;8549;2324;123872;2348;2626;55036;9645;79152;1649;26057;4209;4665;55512;55790;860;2185;6091;6376;4781;64764;7482;81029;22856;50515;220;221322;357;8412;10468;2009;54502;5777;8514;85439;6778;1015;4853;2322;10538;23228;2302;4067;775;83737;9398;3643;7468;4734;9249;4194;5138;56999;4772;6586;1832;1785;4052;287;1021;3172;4821;51092;126695;23022;2317;64919;80144;6772;490;6597;84440;10498;5447;85301;5046;10409;162;1767;2622;284086;9742;4300;10718;3211;2245;2593;3673;3983;51466;51513;7088;7090;10858;134;1400;1826;1946;1995;23040;23092;23138;2353;27111;29767;3984;4045;4661;4681;51195;56134;56135;56138;56139;56140;56141;56142;56143;56144;56145;56146;56147;6477;6595;7975;8140;818;84059;8787;8997;9211;9771;9965;747;10458;1267;22854;4744;51761;56288;57731;84612;1002;151449;23114;2674;2817;2887;3730;4009;4684;55816;5909;59277;6324;6405;64855;6711;6712;7143;729920;7430;7869;8399;8633;90249;9369;9378;9499;9846;4685;10160;119;221935;22941;26052;28988;54549;9379;11059;1827;224;26280;27330;2950;340665;40;4118;4155;4862;5066;54221;64377;6455;686;140733;1445;1500;2181;29;2902;3777;378;388585;388662;409;5463;55219;56934;5793;613;6310;64405;6453;6857;7520;7881;9148;928;9531;2064;6526;2139;1396;1525;1889;22980;27295;282996;4151;51196;5467;56950;57538;6717;79602;8814;8932;4331;124976;10290;10791;1106;1489;23060;26287;463;4703;57496;6442;6938;8087;8912;9099;4656;6840;2013;2192;2288;5618;5740;682;81671;8614;3099;353;540;595;7392;9612;50863;7534;60484;3635;22836;56159;7022;8031;8644;3417;10765;27161;3708;57003;57282;2494;57662;8796;1877;27183;4188;3225;6506;30001;60436;90102;23405;7074;25805;2651;283149;80139;114990;3169;3249;753;8842;2895;257194;27063;4058;466;55714;57118;5906;6280;81532;9897;146760;1902;22891;23108;23189;27124;4099;5802;59341;81618;2934;79885;163175;374;10655;56259;7374;8888;1285;576;6301;7060;161357;4779;81544;25987;6507;18;23017;23026;3746;5058;89797;84678;54768;104;91584;3737;5205;8925;152789;3747;2539;79109;805;84630;9143;9919;238;3065;63827;3912;23224;23353;89927;26038;10159;3705;9283;4137;9331;999;317762;388677;6513;83696;1952;2120;254778;63976;3766;9639;84376;9368;1397;57217;861;84148;1788;1316;51341;5795;7163;204219;6700;7357;399;57580;22985;8444;23218;25946;87;8563;10457;22904;29887;7286;9923;27086;4286;8840;9618;6720;83716;27122;5167;196527;5027;3475;56920;1718;863;2775;3337;2695;2696;3570;10076;2155;23175;3936;4837;8431;5792;10938;50810;79778;79789;80303;8766;92558;401138;144501;3850;3855;3856;3860;387273;3875;3887;3891;3892;440051;5317;8502;8688;400746;1191;10397;208;64398;85477;81792;392255;26018;441478;3321;11331;6239;342184;3899;1258;6101;5305;3691;80314;4016;51676;59269;3281;3689;3693;3909;2792;4782;360;4644;7068;23205;256987;81846;84668;8537;54845;408;64327;2820;10202;1786;10296;864;54796;151516;54206;10507;64131;285051;3707;1236;22806;9580;4773;694;6820;29841;81537;10626;4926;5583;8202;4602;3566;5590;1441;53637;22882;282969;440275;57540;124936;221336;339479;84293;169200;10298;116844;1232;2321;23328;3315;7015;8038;23499;29882;149840;79813;10184;117154;1602;64759;1235;26153;4041;51208;6522;79827;5426;5562;25925;2063;6904;23105;23566;54437;8428;29956;55112;51741;3222;56243;85414;3918;22953;858;29993;57624;23043;26012;6383;3784;9261;2176;406;58497;55198;6653;2852;4988;10090;23303;26037;114788;64284;84816;1523;23363;26259;84079;8546;8943;3221;10611;29904;3556;654429;79953;6548;7139;4000;57158;9026;91181;80045;2782;57835;6010;79888;2683;10082;161;166336;23002;64750;81839;4774;5064;55638;84966;64072;3418;1101;124565;54808;4057;60676;4638;32;80004;7052;25803;9215;6097;79068;89766;84649;4255;81606;10049;7423;5062;57492;1501;22849;23613;3706;8470;9472;5104;9914;22899;1364;9572;256764;26504;23254;5045;5652;63036;826;8419;2122;5420;8826;231;55083;7369;83990;6195;9644;29775;90627;375611;140469;1112;158326;123041;51742;6430;286262;23373;23432;3551;90993;3716;344901;23327;57699;8437;9699;5025;11145;1453;79414;22881;64332;10428;10447;117144;122402;1238;128178;128553;1462;200734;2070;222166;23401;23705;253558;25962;26298;283417;29948;29980;30811;3171;3267;421;51070;51174;51430;54852;54894;54897;54971;54993;55107;55698;55809;56776;56944;57593;57645;57758;6478;7469;7551;7874;79173;81621;8312;8527;9569;9825;9980
GO:0007399,nervous system development,"The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.",BP,6.13038974672294e-10,490,2216,252042,1476651,2.111510575096271e-6,6774;1020;1399;23284;23314;2534;26053;266727;323;4897;4915;4916;51473;55140;5747;6695;7026;80128;84197;8829;9201;92737;9423;9620;6788;58495;10395;10959;131405;23242;23654;2909;4036;55764;57167;5727;57545;57619;5914;5916;6385;652;7042;79977;3091;6376;2009;747;10458;1267;2263;22854;4744;51761;56288;57731;596;84612;1002;10512;1400;151449;1826;2049;2131;23114;2674;2736;2817;2887;3730;4009;4684;51466;5578;55816;5909;59277;5979;6091;6092;6324;6405;6477;64855;655;6586;6711;6712;7143;729920;7430;7869;8013;8399;8633;8828;90249;9211;9369;9378;9499;9846;4685;10160;119;2066;221935;22941;26052;28988;54549;9379;11059;1827;224;26280;27330;2950;3399;340665;3720;40;4118;4155;4862;5066;54221;64377;6455;686;140733;1445;1500;2181;2186;2302;2622;29;2902;3339;3397;357;3777;378;388585;388662;409;4821;490;5463;55219;5629;56934;5793;613;6310;64405;6453;6857;7520;7881;83943;9148;928;9289;9531;2064;6526;50863;7534;89884;60484;1464;5467;4781;23405;207;2895;153090;183;2185;257194;27063;2889;4058;4067;466;5176;55714;5587;57118;5906;6280;64764;81532;9897;10519;146760;1902;2288;22891;23108;23189;27124;4099;4193;5802;59341;6911;81618;1021;28514;2934;79885;163175;374;1942;1969;286204;4665;4357;3226;161357;4779;81544;9742;3280;6506;25987;6507;18;2296;23017;23026;3746;5058;89797;84678;7020;3211;4331;54768;104;91584;3737;5205;1767;6095;8925;152789;3747;10409;2539;79109;805;84630;9143;9919;238;2932;3065;63827;220;64919;3912;23224;23353;89927;10718;80709;57282;7482;26038;10159;3169;3705;5362;677;9283;3952;4137;9331;5307;999;317762;388677;56949;6513;79633;83696;2120;254778;63976;3766;9639;84376;1489;1788;204851;23040;28996;4010;81029;1785;3475;56920;2775;3337;57045;9231;287;5792;2348;10938;4734;50810;57662;79778;79789;80303;8766;92558;1946;26011;400746;1191;79152;10397;208;64398;219699;1258;6101;403;2792;7068;23205;256987;4644;81846;84668;8537;54845;53637;22882;2309;282969;4211;440275;5087;57540;7161;124936;221336;23081;339479;392255;4681;60436;23499;29882;3984;6662;26153;8626;25925;2063;7357;9394;6904;23105;10507;23566;54437;8428;29956;85414;5468;29993;57624;1952;23043;26012;6383;2176;861;864;406;58497;55198;6653;2852;4988;10090;23303;26037;6498;7074;114788;57580;64284;84816;1523;23363;26259;84079;10611;29904;3556;576;654429;79953;80045;4774;5064;55638;84966;9368;64072;84059;8842;4602;5583;3418;7015;26018;55959;221322;10298;5062;57492;1501;22849;23613;102;3706;8997;9572;286262;23373;8826;23432;344901;23327;57699;8437;9699;5025;1453;79414;5590;10498;22899;23060;10858;134;1995;23092;23138;2353;27111;29767;4045;4209;4661;4853;51195;55790;56134;56135;56138;56139;56140;56141;56142;56143;56144;56145;56146;56147;6595;6597;7975;8140;818;8787;9759;9771;9965
GO:0007409,axonogenesis,"De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.",BP,3.49494811314619e-6,103,393,252042,1476651,9.760351041389076e-4,1002;10512;1400;151449;1826;2049;2131;23114;2534;2674;2736;2817;2887;2909;323;3730;4009;4684;51466;5578;55816;5747;57731;5909;59277;5979;6091;6092;6324;6405;6477;64855;655;6586;6711;6712;7143;729920;7430;7869;8013;8399;8633;8828;8829;90249;9211;9369;9378;9499;9846;1020;2064;89884;25987;91584;9201;9331;4781;104;1785;2932;4897;3475;4099;56920;5802;80128;9423;1946;219699;23499;29882;3984;4137;5058;8766;23242;23105;10507;23566;26053;54437;4916;4744;10090;1942;23303;26037;2902;4915;6498;7074;64919;5727;10458;1267;2263;22854;51761;56288;596;84612
GO:0007411,axon guidance,The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.,BP,5.81084024815345e-6,62,210,252042,1476651,0.0013052915713949913,1020;2064;89884;6091;6092;6405;8829;91584;6324;1946;2049;4897;219699;8633;90249;9423;1826;6586;8828;7869;64919;4684;4781;5727;1002;10512;1400;151449;2131;23114;2534;2674;2736;2817;2887;2909;323;3730;4009;51466;5578;55816;5747;57731;5909;59277;5979;6477;64855;655;6711;6712;7143;729920;7430;8013;8399;9211;9369;9378;9499;9846
GO:0007417,central nervous system development,"The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.",BP,4.93978564621028e-4,199,935,252042,1476651,0.037257521957876516,2736;10458;140733;1445;1500;2009;2181;2186;2302;23654;2622;266727;29;2902;3339;3397;357;3777;378;388585;388662;409;4821;490;5463;55219;5629;56934;5727;5793;6092;613;6310;64405;6453;6857;7520;7881;83943;84197;8633;9148;928;9289;9531;1021;28514;1902;2934;2950;4067;79885;207;4357;5802;3226;161357;4779;81544;89884;151449;3280;6506;652;25987;4009;18;2296;23017;23026;3746;5058;2066;84678;89797;3211;10395;4331;54768;104;6405;8828;8829;91584;7020;1767;22891;6712;1020;6095;8925;2895;4781;596;152789;3747;10409;1267;2539;4155;79109;805;84630;9143;9919;1399;238;2932;3065;5914;63827;8013;220;2263;2131;64919;3912;153090;23224;23353;89927;6091;10718;80709;57282;7482;26038;23314;55764;5362;9283;2049;57731;9201;6695;3952;4137;4915;2909;5747;9331;6324;5307;999;3091;317762;388677;56949;6513;79633;83696;3766;4099;84376;7143;146760;2534;2775;3337;4036;57045;7026;9231;655;1191;79152;26011;6774;2064;4916;85414;5468;7161;2176;2309;6662;9572;1453;11059;1827;224;26280;27330;3399;340665;3720;40;4118;4862;4897;5066;54221;55140;64377;6455;6788;686;92737;9620
GO:0007422,peripheral nervous system development,"The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands.",BP,1.06145301905995e-4,25,69,252042,1476651,0.01274289402769472,60484;2817;4665;23405;1020;91584;163175;4915;4916;56288;9639;10397;207;208;64398;79152;400746;861;864;4744;2064;224;23114;40;6526
GO:0008360,regulation of cell shape,Any process that modulates the surface configuration of a cell.,BP,3.16702908177492e-4,37,124,252042,1476651,0.027499925631916177,10395;10428;10458;10507;11135;116985;152273;1902;2059;2185;221061;221472;2245;226;23268;23370;23580;23654;2534;25805;2768;2909;3249;3689;375611;4627;4651;5064;55785;5747;57619;58480;5962;7429;7430;89846;9368
GO:0008361,regulation of cell size,Any process that modulates the size of a cell.,BP,2.70284178237534e-4,44,154,252042,1476651,0.025160778502058005,3783;59341;6344;1785;2932;4897;1020;3475;4099;56920;5802;80128;9423;1002;23499;29882;3984;4137;5058;8766;207;5962;64798;1906;375611;5979;196527;3778;5027;23105;10507;1946;23566;4916;7143;91584;1826;8829;10451;23108;57521;5916;7410;9368
GO:0009653,anatomical structure morphogenesis,The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.,BP,2.89928814951525e-9,547,2536,252042,1476651,5.991668889788215e-6,101;1191;5027;51092;57619;7042;7380;4256;6662;10411;10451;10519;113026;1284;1464;153090;1942;2041;2049;2050;2069;219699;2263;2296;290;302;3091;3339;3397;3685;3952;4211;4627;4897;5333;54828;5578;5587;57007;5747;57674;58495;6095;6461;6733;7045;7410;80781;8291;83478;857;8817;8828;8829;9289;9394;1906;1969;25976;3726;4643;4915;57178;677;83605;84700;8879;170690;5087;5228;5727;596;652;79633;80000;3267;50487;5819;26011;51471;7358;55614;286204;4088;57045;655;6911;7296;8013;8626;9620;6774;10512;28514;3955;5362;8313;23242;92129;23081;6498;9113;1045;4849;5979;57669;6788;10395;10959;131405;23654;2909;4036;55764;57167;57545;5914;5916;6385;79977;26084;2324;5629;123872;2348;2626;55036;9645;2261;4209;4665;55512;55790;860;341640;768;80144;64398;2185;207;6091;168667;220;357;8412;201294;2302;10454;1289;3643;3280;4091;6092;7468;1399;4734;9249;56999;4772;6586;4193;4194;4853;64220;1832;6772;23022;23094;2317;353116;367;64919;79983;122786;7020;10498;5447;85301;2131;2245;2593;284086;3673;3983;51466;51513;7088;7090;8456;89884;10458;1267;22854;4744;51761;56288;57731;80128;84612;1002;1400;151449;1826;23114;2534;2674;2736;2817;2887;323;3730;4009;4684;55816;5909;59277;6324;6405;6477;64855;6711;6712;7143;729920;7430;7869;8399;8633;90249;9211;9369;9378;9499;9846;2139;26509;3756;8038;824;85461;8912;1020;2064;10428;10507;11135;116985;152273;1902;2059;221061;221472;226;23268;23370;23580;25805;2768;3249;3689;375611;4651;5064;55785;58480;5962;7429;89846;9368;3172;60436;90102;204851;221935;28996;54549;8842;3169;3211;10655;5738;928;126695;1285;183;5176;5468;576;6301;7060;25987;2066;84678;104;91584;3737;5205;22891;23017;8925;2895;89927;9201;9331;4781;113251;1946;283149;832;23218;25946;5777;87;3226;1785;2932;3475;4099;56920;5802;9423;9231;287;23405;400746;26018;441478;4155;10461;3912;3915;55698;79778;84168;342184;60529;775;3899;5307;50515;3281;3693;3909;2792;29;613;2775;29123;3065;401138;4782;682;3399;360;4644;5066;5251;54880;6382;7286;7068;1889;221322;64327;9742;54206;29887;57662;27063;3856;442721;845;84665;10457;2013;10298;116844;1232;1512;2321;23328;27161;3099;3315;5740;6376;694;7015;861;23499;29882;3984;4137;5058;8766;6101;23245;3691;7026;55714;84159;6507;6904;23105;23566;26053;54437;4916;23314;3225;4188;55112;285590;51741;28988;29993;4681;57624;10160;1952;23043;26012;2902;6383;2176;2309;57282;10090;23303;26037;7074;1523;23363;26259;84079;6256;7139;22882;4041;2683;1999;10082;161;166336;23002;409;64750;81839;10159;83716;22856;4057;60676;59341;4638;80004;6778;10765;7052;7482;2099;10718;374;10049;1396;11331;5241;1501;102;10611;26052;29904;3706;8997;79602;2494;22899;22904;2308;256764;26504;598;6832;80207;388585;55083;5420;55366;6195;9644;4215;29775;90627;140469;64423;1112;158326;123041;1441;23603;2192;23189;81;1793;4739;57580;6239;6281;80005;1101;27086;81792;4656;10938;3566;4773;90993;3716;5315;344901;23327;57699;6857;8437;9699;440275;5590;8826;22881;4300;948;55959;348110;8549;10409;5906;10643;1368;1474;2070;27122;3875;4779;636;7163;8218;9580
GO:0009719,response to endogenous stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism.",BP,2.39509292912861e-4,320,1561,252042,1476651,0.022498632033350844,652;10454;23370;2353;2530;25805;2651;28996;3397;3693;4088;409;4091;5045;50848;55198;5590;56288;57045;5747;57530;5829;6498;7042;4988;2782;85397;10458;1176;207;208;2308;245972;245973;29988;3480;3643;50617;51382;5166;5770;6720;858;9564;10817;131405;1399;152831;200734;2261;2263;3730;4670;54845;55614;79633;80004;8817;8826;9965;9619;1718;2185;2274;4067;4151;85004;375611;344901;7200;79602;9113;2348;27122;64750;80139;1786;1788;22849;23677;26012;4915;57521;598;824;9148;151449;392255;55512;655;860;5046;116844;114990;1785;283149;50515;51341;56937;63976;753;79674;857;2626;286204;3280;388585;4926;10140;168667;4036;4681;2099;2852;10498;2100;2288;367;8031;8202;8204;10095;1728;183;2155;2950;3169;374;3952;5066;5727;5914;595;6774;7026;847;8787;8932;9612;10062;11057;117144;1364;23558;4821;1407;51043;57707;59341;6513;11031;2645;29904;353;4141;4644;5058;5167;54206;5468;6430;6548;677;6772;9882;5228;6092;6586;8912;8312;861;11331;81606;8626;7357;1906;3297;768;1244;5860;1236;4052;2534;5962;92154;5618;2889;5906;2817;55959;90993;4734;2063;2104;2494;2649;3172;5467;5916;6095;6097;6256;7068;8013;8431;9572;2069;2695;682;7031;8614;10765;340706;55971;23189;2887;2888;5562;5580;5791;6198;3417;4193;5241;10076;189;23205;596;6382;6898;799;4916;948;10626;5251;27086;3065;6597;9611;3673;64127;779;845;10518;5025;5027;5029;10411;3709;3784;5138;610;6528;7430;9472;153090;2064;2066;2296;5151;5782;6662;7429;1946;5447;9759;1445;111;115;5575;5577;8644;31;5581;477;2322;2309;490;687;4656;1646;19;3689;928;167127;114907;5176;64754;463;864;1284;27063;51741;57669;58495;999;81792;3746;5144;840;23514;231;302;3249;1512;89766;6818;652968;55532;57492;83990;1020;23621;2932;3747;10519;10938;4137;406;5536
GO:0009725,response to hormone,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus.",BP,1.09784556997553e-4,201,920,252042,1476651,0.01274289402769472,4988;2782;85397;10458;1176;207;208;2308;245972;245973;29988;3480;3643;50617;51382;5166;5770;6720;858;9564;9619;375611;344901;7200;79602;9113;2099;2852;10498;2100;2274;2288;367;56937;8031;8202;8204;10095;1728;1788;183;2155;2950;3169;374;3952;5066;5727;5914;595;655;6774;7026;847;8787;8932;9612;10062;11057;117144;1364;2353;23558;4821;7042;857;1407;4067;51043;57707;59341;6513;11031;2645;29904;353;4141;4644;5058;5167;54206;5468;5590;6430;6548;677;6772;9882;5228;6092;6586;8912;8312;861;11331;81606;8626;7357;55198;1906;3297;768;1244;5860;1236;5618;4734;2063;2104;2494;2649;3172;5467;5916;6095;6097;6256;652;7068;8013;8431;9572;2069;2695;682;7031;8614;340706;55971;23189;2887;2888;5562;5580;5791;6198;3417;4193;5241;10076;189;23205;596;6382;6898;799;4916;5747;5829;10626;5251;409;27086;3065;51341;6597;9611;3673;26012;6528;1946;5447;9759;1445;2534;111;115;5575;5577;8644;31;5581;477;2322;2309;490;687;4656;80139;1646;167127;114907;5176;64754;1399;231;302;3249;1512;5962;89766;55532;57492;83990;8826;406;5536;1718;2185;4151;85004
GO:0009755,hormone-mediated signaling pathway,A series of molecular signals mediated by the detection of a hormone.,BP,2.09568352871019e-4,58,216,252042,1476651,0.02042896028505886,2099;2852;10498;2100;2274;2288;367;56937;8031;8202;8204;8312;861;9113;11331;81606;8626;23558;3169;5058;55198;79602;5618;4734;10062;11057;2063;2104;2494;2649;3172;5467;5468;5914;5916;6095;6097;6256;652;655;7026;7068;8013;8431;9572;5241;409;27086;3065;51341;6597;9611;9612;1407;406;5536;344901;7200
GO:0009887,animal organ morphogenesis,"Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.",BP,8.89378754441812e-5,215,989,252042,1476651,0.01134561811067561,4256;6662;170690;5087;5228;5727;596;652;79633;80000;6774;10959;123872;2348;2626;28514;3091;4088;55036;58495;9645;2261;2296;4209;4665;55512;55790;860;8817;220;357;4211;8412;10395;10454;1289;2050;3643;57178;5747;7042;4036;8313;3280;10512;2263;4091;5914;6091;6092;8828;8829;7468;1399;4734;9249;1942;4193;4194;79977;1832;655;80144;6772;7020;10498;5447;5916;85301;57045;1826;204851;221935;28996;51761;54549;8842;1969;286204;151449;9368;26018;2302;2792;29;613;9423;9620;1906;2736;2775;29123;3065;401138;4782;64919;682;8626;3399;360;3912;4644;5066;5251;54880;6382;7286;7068;5629;64220;3673;54206;29887;4915;6101;55714;55764;84678;84159;367;9742;50515;23314;3211;3225;4188;55112;60529;25976;285590;342184;5027;51741;8879;8013;2176;2309;57282;27063;6256;7139;22882;4041;1999;857;10082;161;166336;1952;23002;409;64750;7074;81839;22856;4057;60676;59341;6586;4853;4638;104;3397;3169;80004;9231;6778;10765;7052;1512;7482;2099;10718;374;4781;59277;1396;11331;5241;25987;2494;2308;256764;26504;388585;55083;55366;6195;140469;3249;183;1112;158326;123041;1441;3691;1101;22881;4300;55959;10409;1045;2069;2245;2593;284086;3955;3983;51466;51513;7088;7090;80781;8456;89884
GO:0009888,tissue development,"The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.",BP,6.37872148536163e-5,401,1964,252042,1476651,0.009154351265033571,4256;6662;1906;8829;168667;2263;2296;4088;4091;5914;5979;6092;6382;6385;652;655;847;170690;5087;5228;5727;596;79633;80000;286204;57045;6911;7296;8013;8626;9620;2066;23603;3091;58495;10512;28514;3955;5362;8313;23242;92129;2932;57669;7042;80709;9231;6788;10395;10959;131405;23654;2909;4036;55764;57167;57545;57619;5916;79977;83605;26084;3397;80781;55366;55504;60529;8456;8549;123872;2348;2626;55036;9645;79152;341640;768;80144;64398;2261;2736;4209;4781;64764;7045;7482;81029;22856;50515;55959;860;8817;2099;2683;389015;54768;57835;5241;220;3280;4734;1942;4193;4194;1832;56999;6091;1021;3172;4821;51092;126695;23022;2317;64919;6772;677;23094;353116;367;79983;122786;7020;221322;10498;5447;85301;55512;51043;2131;2186;3065;3915;55614;22806;23184;6398;2139;1020;10791;4656;6840;7026;7881;857;9148;60484;1474;1999;224;25833;29841;3643;3891;3909;3918;412;51806;646;6700;7357;8796;7074;90102;25805;2651;283149;80139;114990;153090;3169;3249;753;340665;3475;5307;1045;10655;5738;928;151449;9742;84678;10159;1969;3705;388585;5629;204219;2069;8644;9113;10457;22904;29887;5251;7286;9923;5167;56172;196527;490;5027;84059;2185;54880;1374;1646;2494;26298;3399;373156;3850;5468;7380;7429;8407;595;401138;144501;3855;3856;3860;387273;3875;3887;3892;440051;5317;8502;8688;85477;81792;8840;392255;441478;6778;11331;10765;6239;1289;2302;3952;2353;26287;51676;59269;1284;3281;3685;3689;3693;3912;6405;8828;10404;2934;5782;7104;54845;5315;6442;8291;9215;5467;57662;9368;694;9817;6820;360;54206;81537;861;10626;4926;5583;8202;4665;57496;3726;5740;682;8614;23245;3673;3691;4041;5788;5562;1525;84700;22953;858;92737;9759;64855;25976;64220;5058;4644;23314;3221;55790;10468;23363;6548;27063;6256;7139;4000;57158;91181;26011;3720;4211;7161;10082;161;166336;1952;23002;409;64750;81839;10409;59341;4638;104;80004;7052;1512;25803;54796;374;9423;285590;6097;79068;84159;89766;84649;207;208;4255;81606;59277;1396;10411;2889;5138;5144;5906;5962;7430;10611;183;8470;9472;2539;9914;2308;256764;26504;23254;5045;5046;5652;63036;826;4916;6498;8419;4643;5420;8826;342184;55083;8842;3570;5155;7369;50848;5802;7082;9414;51742;90627;4057;27086;23432;3551;11145;59352;8633;406;22881;4300;27330;2817;1718
GO:0010038,response to metal ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus.",BP,5.83423329339934e-4,81,335,252042,1476651,0.04186467543103846,6857;805;845;18;3091;4193;595;596;7031;2539;1396;23498;5027;5860;2185;1788;23621;4137;5536;847;1244;7015;682;6898;466;3747;11093;3746;375611;1740;3297;8912;5066;540;10165;140576;2696;311;360;3778;4331;4734;6382;7139;857;9536;4779;1728;207;2353;2934;8644;10105;10156;1906;241;27132;29904;29957;3707;3726;3756;5562;817;84059;8437;8826;5176;7018;7020;1050;4656;7518;999;55512;3777;5025;55532;10243;10397;23327
GO:0010522,regulation of calcium ion transport into cytosol,Any process that modulates the rate of the directed movement of calcium ions into the cytosol of a cell. The cytosol is that part of the cytoplasm that does not contain membranous or particulate subcellular components.,BP,3.05235782118685e-4,31,98,252042,1476651,0.027499925631916177,596;22953;2902;5025;5027;857;10345;5144;6717;805;817;845;9472;287;477;775;4644;3064;2185;4067;5581;5777;4923;2852;387129;57214;623;6376;57158;2534;799
